25              231.85               2.86        7.850895843        5.660597876      -0.8359470062       0.6393946386         24.9416225        5.512131949
26            233.6625               2.86        3.563250994        10.61613298       0.8500645499       -1.550159072        24.99597667        5.550116776
27               237.9               2.86        7.850895842        5.660597858      -0.8359470061       0.6393946333         25.1976225        5.617631949
28            239.7125               2.86        3.563250994        10.61613296       0.8500645498       -1.550159074        25.25197667        5.655616776
29              243.95               2.86        7.850895843        5.660597871      -0.8359470062       0.6393946308         25.4536225        5.723131949
30            245.7625               2.86        3.563250994          10.616133       0.8500645499       -1.550159083        25.50797667        5.761116776
31                 250               2.86        7.850895842        5.660597896      -0.8359470061       0.6393946349         25.7096225        5.828631949
32            251.8125               2.86        3.563250994        10.61613304       0.8500645498       -1.550159085        25.76397667        5.866616776
33              256.05               2.86        7.850895843        5.660597895      -0.8359470062       0.6393946394         25.9656225        5.934131949
34            257.8625               2.86        3.563250994        10.61613301       0.8500645499       -1.550159077        26.01997667        5.972116776
35               262.1               2.86        7.850895842        5.660597869      -0.8359470061       0.6393946374         26.2216225        6.039631949
36            263.9125               2.86        3.563250994        10.61613297       0.8500645498       -1.550159071        26.27597667        6.077616776
37              268.15               2.86        7.850895843        5.660597858      -0.8359470062       0.6393946321         26.4776225        6.145131949
38            269.9625               2.86        3.563250994        10.61613297       0.8500645499       -1.550159076        26.53197667        6.183116776
39               274.2               2.86        7.850895842        5.660597878      -0.8359470061       0.6393946314         26.7336225         6.25063195
40            276.0125               2.86        3.563250994        10.61613302       0.8500645498       -1.550159084        26.78797667        6.288616776
41              280.25               2.86        7.850895843        5.660597899      -0.8359470062       0.6393946364        26.98962249        6.356131949
42            282.0625               2.86        3.563250994        10.61613304       0.8500645499       -1.550159083        27.04397667        6.394116776
43               286.3               2.86        7.850895842        5.660597889      -0.8359470061       0.6393946396        27.24562249        6.461631949
44            288.1125               2.86        3.563250994          10.616133       0.8500645498       -1.550159075        27.29997667        6.499616776
45              292.35               2.86        7.850895843        5.660597864      -0.8359470062        0.639394636        27.50162249        6.567131949
46               294.7               2.86        2.815095507        13.05041061      0.06859421702       0.2722314615        27.58323886        6.612045358
47             295.925               2.86        7.954685325        1.638501121       -2.932988393        2.462200361        27.62656573        6.653050855
48              297.05               2.86        15.77417485         1.58257834        1.874772503       -2.996181267         27.6424257         7.02847459
49               297.3               2.86        9.418375721         4.65538317        15.09856867        -8.98922603        27.64552126        7.043936063
50              297.55               2.86        4.379577657        8.473688501        3.465939699      -0.6691351584        27.65211891        7.049875207
51               298.3               2.86        2.326334264        1.736467637         5.80739701       0.1664492548         27.6796141        7.089580651
52              299.43               2.86        7.300911321       0.9737920112        -4.60045274      -0.6674370842        28.13050158        7.230373257
53              300.26               2.86        2.406915937        8.906452668        4.110155292       -8.323776163        28.15476505        7.287868264
54             420.185               2.86        7.109307597         1.87316299       -1.430578426        2.398317575        47.71535025        9.681778834
55             421.055               2.86       0.3353819349         1.26241236        1.907797959      -0.5355929997        47.78157167         9.81354267
56            421.8425               2.86        5.342159501        2.137633726       -3.214816893       -2.721567647        48.18295044         9.89373852
57            422.3475               2.86        4.372714586        8.556631232       -3.442601436       0.6414448275        48.19983647        9.912198045
58               422.6               2.86        9.458850263        4.677457043       -15.14969802        9.061598883        48.20649789         9.91814687
59              422.75               2.86        14.28347298        2.409045501       -13.23196281        5.472770037        48.20853635        9.925314933
60             423.975               2.86        7.977316751        1.690531913        2.946526655       -2.538566802        48.22538813        10.31135152
61               425.1               2.86        2.911171175        12.85727376        1.040258494       -5.088771877        48.26306154        10.34996041
62              427.45               2.86        7.850895842        5.660597865      -0.8359470061       0.6393946308        48.34825501        10.39267513
63               427.5               2.86        7.892769171        5.627417496   -2.426957302e-05      0.02539677495        48.34926504        10.39408636
