0                   0               2.86        7.892769171        5.627417496   -2.426957303e-05      0.02539677495                  0                  0
1              1.7375               2.86        3.606056507        10.53859862       0.8621525807       -1.551198431       0.0522341494      0.03619742781
2               78.65               2.86        7.892769171        5.627417494   -2.426955672e-05      0.02539678029        3.327999999             1.3715
3               80.95               2.86        2.815095507        13.05041061      0.06859421702       0.2722314615        3.408606345         1.41500218
4              82.175               2.86        7.954685325        1.638501121       -2.932988393        2.462200361        3.451933209        1.456007676
5                83.3               2.86        15.77417485         1.58257834        1.874772503       -2.996181267        3.467793179        1.831431411
6               83.55               2.86        9.418375721         4.65538317        15.09856867        -8.98922603        3.470888737        1.846892884
7                83.8               2.86        4.379577657        8.473688501        3.465939699      -0.6691351584        3.477486393        1.852832029
8               84.55               2.86        2.326334264        1.736467637         5.80739701       0.1664492548        3.504981579        1.892537473
9               85.68               2.86        7.300911321       0.9737920112        -4.60045274      -0.6674370842        3.955869059        2.033330078
10               86.51               2.86        2.406915937        8.906452668        4.110155292       -8.323776163        3.980132535        2.090825086
11             206.435               2.86        7.109307597         1.87316299       -1.430578426        2.398317575        23.54071773        4.484735656
12             207.305               2.86       0.3353819349         1.26241236        1.907797959      -0.5355929997        23.60693915        4.616499491
13            208.0925               2.86        5.342159501        2.137633726       -3.214816893       -2.721567647        24.00831792        4.696695342
14            208.5975               2.86        4.372714586        8.556631232       -3.442601436       0.6414448275        24.02520395        4.715154867
15              208.85               2.86        9.458850263        4.677457043       -15.14969802        9.061598883        24.03186537        4.721103692
16                 209               2.86        14.28347298        2.409045501       -13.23196281        5.472770037        24.03390383        4.728271754
17             210.225               2.86        7.977316751        1.690531913        2.946526655       -2.538566802        24.05075561        5.114308337
18              211.35               2.86        2.911171175        12.85727376        1.040258494       -5.088771877        24.08842902        5.152917234
19               213.7               2.86        7.850895842        5.660597865      -0.8359470061       0.6393946308         24.1736225        5.195631949
20            215.5125               2.86        3.563250994        10.61613299       0.8500645498        -1.55015908        24.22797667        5.233616776
21              219.75               2.86        7.850895843        5.660597891      -0.8359470062       0.6393946335         24.4296225        5.301131949
22            221.5625               2.86        3.563250994        10.61613303       0.8500645499       -1.550159085        24.48397667        5.339116776
23               225.8               2.86        7.850895842        5.660597898      -0.8359470061       0.6393946387         24.6856225        5.406631949
24            227.6125               2.86        3.563250994        10.61613303       0.8500645498       -1.550159079        24.73997667        5.444616776
